dataset,id,label,text,title,content,content_hash
android_nurse_hoax,fake-024,1,Healthcare union whistleblowers have filed explosive federal complaints alleging that major metropolitan medical centers have quietly discharged human nursing staff and deployed silicone humanoid androids programmed with artificial intelligence to dispense experimental psychiatric medications.,Hospital Emergency Room Nurses Replaced with Synthetic Android Actors,"Hospital Emergency Room Nurses Replaced with Synthetic Android Actors
Healthcare union whistleblowers have filed explosive federal complaints alleging that major metropolitan medical centers have quietly discharged human nursing staff and deployed silicone humanoid androids programmed with artificial intelligence to dispense experimental psychiatric medications.",21fdb5d7e7473aa193af0fce634d87394139978363f8efcd37ac037b2fe802d6
doe_science,real-022,0,Researchers operating the DIII-D National Fusion Facility achieved sustained high-confinement plasma conditions exceeding one hundred million degrees Celsius for twenty minutes. The experimental breakthrough validates advanced magnetic divertor geometries designed for future commercial demonstration power plants.,Department of Energy Celebrates Magnetically Confined Plasma Milestone,"Department of Energy Celebrates Magnetically Confined Plasma Milestone
Researchers operating the DIII-D National Fusion Facility achieved sustained high-confinement plasma conditions exceeding one hundred million degrees Celsius for twenty minutes. The experimental breakthrough validates advanced magnetic divertor geometries designed for future commercial demonstration power plants.",cb907daa54cef36e9ce07d71c22e6f89c154ef46a7e13717610748fa188b831f
euro_parliament,real-003,0,"Members of the European Parliament voted to adopt a revised renewable energy directive mandating that at least 42.5 percent of the bloc's energy consumption come from renewable sources by 2030. The legislation includes binding targets for industrial sectors, transportation emissions reductions, and streamlined permitting processes for wind and solar installations across member states.",European Union Approves Comprehensive Renewable Energy Directive,"European Union Approves Comprehensive Renewable Energy Directive
Members of the European Parliament voted to adopt a revised renewable energy directive mandating that at least 42.5 percent of the bloc's energy consumption come from renewable sources by 2030. The legislation includes binding targets for industrial sectors, transportation emissions reductions, and streamlined permitting processes for wind and solar installations across member states.",450938bdc034ded9b8f27f5052ad8f21e4a9cbd145998170db7871a3ab61c10f
usda_rural,real-030,0,"The United States Department of Agriculture announced seven hundred million dollars in ReConnect Program loans and grants to deploy optical fiber infrastructure across unserved rural municipalities in twelve states, connecting thousands of farm operations and community anchor institutions.",Agriculture Department Allocates Grants for High-Speed Rural Broadband Expansion,"Agriculture Department Allocates Grants for High-Speed Rural Broadband Expansion
The United States Department of Agriculture announced seven hundred million dollars in ReConnect Program loans and grants to deploy optical fiber infrastructure across unserved rural municipalities in twelve states, connecting thousands of farm operations and community anchor institutions.",e69cf84bcefa9bf3a6890f53fda50ad616c5a842338402cdc2f2979587917b4d
cdc_wire,real-025,0,"The Advisory Committee on Immunization Practices unanimously voted to adopt revised trivalent influenza vaccine formulations for the upcoming respiratory illness season. The updated guidance recommends vaccination for all individuals aged six months and older, with special focus on vulnerable demographic cohorts.",Centers for Disease Control Updates Annual Influenza Immunization Recommendations,"Centers for Disease Control Updates Annual Influenza Immunization Recommendations
The Advisory Committee on Immunization Practices unanimously voted to adopt revised trivalent influenza vaccine formulations for the upcoming respiratory illness season. The updated guidance recommends vaccination for all individuals aged six months and older, with special focus on vulnerable demographic cohorts.",6f44292fd2a771c85b37f04122153f18955c01dd88c450da124f126874fa44ff
smart_meter_hoax,fake-030,1,Electromagnetic safety researchers revealed laboratory findings proving digital smart electric meters broadcast ninety-hertz acoustic pulses into domestic wiring. The pulsed low-frequency fields interact with human neural rhythms to induce passive compliance and suppress creative problem-solving.,Smart Electrical Utility Meters Emit Subconscious Brainwave Entrainment Frequencies,"Smart Electrical Utility Meters Emit Subconscious Brainwave Entrainment Frequencies
Electromagnetic safety researchers revealed laboratory findings proving digital smart electric meters broadcast ninety-hertz acoustic pulses into domestic wiring. The pulsed low-frequency fields interact with human neural rhythms to induce passive compliance and suppress creative problem-solving.",edef2fad84078e91d47767797c7fda91df96aa3347831b3c405fac7532ad6dba
iea_reports,real-009,0,"Global annual investment in clean energy technologies and infrastructure is projected to reach two trillion dollars this year, outpacing fossil fuel spending by nearly two to one according to the latest World Energy Investment report from the International Energy Agency. The growth is led by solar photovoltaics, electric vehicle manufacturing, and electrical grid modernization.",International Energy Agency Projects Record Clean Energy Investment,"International Energy Agency Projects Record Clean Energy Investment
Global annual investment in clean energy technologies and infrastructure is projected to reach two trillion dollars this year, outpacing fossil fuel spending by nearly two to one according to the latest World Energy Investment report from the International Energy Agency. The growth is led by solar photovoltaics, electric vehicle manufacturing, and electrical grid modernization.",ed3c776be206caa126446de951dbb25e93360a76bded67343e05c38020b9371f
market_wire,real-006,0,"Worldwide sales of semiconductors reached 145 billion dollars in the second quarter, marking a sequential increase of 6.8 percent according to industry metrics released by the Semiconductor Industry Association. Growth was driven primarily by sustained enterprise demand for advanced artificial intelligence hardware and data center infrastructure in North America and Asia-Pacific markets.",Global Semiconductor Alliance Reports Quarterly Revenue Growth,"Global Semiconductor Alliance Reports Quarterly Revenue Growth
Worldwide sales of semiconductors reached 145 billion dollars in the second quarter, marking a sequential increase of 6.8 percent according to industry metrics released by the Semiconductor Industry Association. Growth was driven primarily by sustained enterprise demand for advanced artificial intelligence hardware and data center infrastructure in North America and Asia-Pacific markets.",218e3ab7eb0c53a775f34b246d37a09098ca3ba93f8fec83b75326a4cf35a74e
wellness_scam,fake-010,1,"A self-proclaimed wellness doctor with over two million followers claims that swishing two tablespoons of industrial kerosene every morning completely regenerates decayed teeth, reverses gray hair, and extends human lifespan past one hundred and fifty years. The medical establishment is trying to censor this suppressed ancestral secret to protect greedy dentists.",Drinking Raw Kerosene Proven to Reverse Aging and Rebuild Teeth Enamel,"Drinking Raw Kerosene Proven to Reverse Aging and Rebuild Teeth Enamel
A self-proclaimed wellness doctor with over two million followers claims that swishing two tablespoons of industrial kerosene every morning completely regenerates decayed teeth, reverses gray hair, and extends human lifespan past one hundred and fifty years. The medical establishment is trying to censor this suppressed ancestral secret to protect greedy dentists.",f8842c7d58a2d07991e7f0514d3b7e08265faa9b28d61694927930b20edbdaa5
science_wire,real-002,0,"Astronomers analyzing transmission spectroscopy data from the James Webb Space Telescope have identified traces of water vapor, carbon dioxide, and sulfur dioxide in the upper atmosphere of a gas giant exoplanet located 700 light-years from Earth. The findings, published in the journal Nature, provide new insights into atmospheric chemistry and planetary formation processes outside our solar system.",NASA James Webb Space Telescope Observes Distant Exoplanet Atmosphere,"NASA James Webb Space Telescope Observes Distant Exoplanet Atmosphere
Astronomers analyzing transmission spectroscopy data from the James Webb Space Telescope have identified traces of water vapor, carbon dioxide, and sulfur dioxide in the upper atmosphere of a gas giant exoplanet located 700 light-years from Earth. The findings, published in the journal Nature, provide new insights into atmospheric chemistry and planetary formation processes outside our solar system.",b4f9f6486cd4d94ab66d892a2a682aed49bc87e5966656123d07609d3ec011a6
bts_freight,real-032,0,"The Freight Transportation Services Index rose 1.4 percent month-over-month reflecting expanded volume across trucking, rail intermodal, and inland waterway freight sectors, according to economic statistical releases published by the Bureau of Transportation Statistics.",Transportation Statistics Bureau Reports Freight Transportation Services Index,"Transportation Statistics Bureau Reports Freight Transportation Services Index
The Freight Transportation Services Index rose 1.4 percent month-over-month reflecting expanded volume across trucking, rail intermodal, and inland waterway freight sectors, according to economic statistical releases published by the Bureau of Transportation Statistics.",8d8932b45c397fecd7fc69abf8d2a05f1d52654bb58b88f59b3a7275ebcc2de8
archaeology_review,real-028,0,A joint excavation team from Mediterranean academic institutes uncovered architectural remains and intact ceramic vessels dating to the fourteenth century BCE on the island of Crete. Stratigraphic analysis suggests the settlement served as an active maritime trade hub connecting Minoan and Mycenaean commercial networks.,Archaeologists Document Late Bronze Age Settlement Uncovered in Aegean Basin,"Archaeologists Document Late Bronze Age Settlement Uncovered in Aegean Basin
A joint excavation team from Mediterranean academic institutes uncovered architectural remains and intact ceramic vessels dating to the fourteenth century BCE on the island of Crete. Stratigraphic analysis suggests the settlement served as an active maritime trade hub connecting Minoan and Mycenaean commercial networks.",63ae83143681e4467f268e8e629d282be81c9f4df303009e138cddba4292251a
iea_storage,real-035,0,"Worldwide grid-scale battery storage installations doubled over the past twelve months to surpass eighty gigawatts of operational capacity, driven by lithium iron phosphate cell cost declines and grid stabilization mandates in renewable-rich power regions.",Energy Agency Documents Rapid Global Growth in Utility-Scale Battery Storage,"Energy Agency Documents Rapid Global Growth in Utility-Scale Battery Storage
Worldwide grid-scale battery storage installations doubled over the past twelve months to surpass eighty gigawatts of operational capacity, driven by lithium iron phosphate cell cost declines and grid stabilization mandates in renewable-rich power regions.",761a2a3d37a3703e321231c4dfbbf610d98356df267cc594ddd3f64da8e0141a
temporal_rift_hoax,fake-037,1,Ocean researchers investigating maritime electromagnetic anomalies inside the Bermuda Triangle announced the discovery of a stable spacetime wormhole. Explorers who sent robotic submersibles into the vortex received back telegraph signals originating from nineteenth-century sailing vessels.,Temporal Rift Discovered in Bermuda Triangle Offers One-Way Trips to Year 1850,"Temporal Rift Discovered in Bermuda Triangle Offers One-Way Trips to Year 1850
Ocean researchers investigating maritime electromagnetic anomalies inside the Bermuda Triangle announced the discovery of a stable spacetime wormhole. Explorers who sent robotic submersibles into the vortex received back telegraph signals originating from nineteenth-century sailing vessels.",be7a8f545ec46d857e7a12d74c9bea27fdc6659962130e00ec9454ec747e7728
